drug_token,drug,bert_classification,sentence,fda_approved,date_epoch,date,source,mean,company_name,url,drugs
nyxol,Nyxol,drug,with safety and efficacy data from seven phase 1 and phase 2 trials nyxol eye drops have demonstrated a differentiated target product profile,0,1609977600,"January 07, 2021",,1.0508540538497029,biospace,https://www.biospace.com/article/releases/ocuphire-pharma-initiates-lynx-1-phase-3-study-investigating-nyxol-in-night-vision-disturbances/,"[('Nyxol', 'drug')]"
covaxin,Covaxin,drug,"Earlier this week , the company reported interim data for Covaxin showing it had an 81% efficacy rate in its Phase III clinical trial in India of 25 , 800 people .",0,1615161600,"March 08, 2021",,0.8263607157105308,biospace,https://www.biospace.com/article/bharat-s-next-gen-covid-19-nasal-vaccine-moving-toward-human-testing,"[('Covaxin', 'drug')]"
cognizant,Cognizant,not_drug,“Following the appropriate regulatory approvals Cognizant will provide these digital health applications to U,0,1609113600,"December 28, 2020",,0.0031905381700031835,fiercebiotech,https://www.fiercebiotech.com/medtech/sensyne-to-market-ai-tools-u-s-through-cognizant-and-agorai,"[('Cognizant', 'not_drug')]"
microenvironment,microenvironment,not_drug,subgroup of lung cancer tumor owning a specific immune microenvironment ici administration breaks the cancer-immune equilibrium favoring immune,0,1607212800,"December 06, 2020",,0.0,medpagetoday,https://www.medpagetoday.com/asco/lung-cancer/90006?vpass=1,"[('microenvironment', 'not_drug')]"
top_10,top-10,not_drug,bayer’s deal today marks a major top-10 acquisition for a preclinical biotech but it’s also significantly different than the average big-buck,0,1608854400,"December 25, 2020",,0.0,endpts,https://endpts.com/bayers-240m-upfront-for-bluerock-acquisition-puts-them-in-the-high-rollers-club-for-preclinical-biotech-buyouts/,"[('top-10', 'not_drug'), ('preclinical', 'not_drug')]"
comp360,COMP360,drug,the drug compass pathways’ comp360 came through the placebo-controlled phase 1 without setting off any safety alarms setting the stage for,0,1609113600,"December 28, 2020",,1.0835018810266186,fiercebiotech,https://www.fiercebiotech.com/biotech/compass-guides-magic-mushroom-drug-through-early-safety-test,"[('COMP360', 'drug')]"
foundationone,FoundationOne,not_drug,foundationone cdx is for prescription use only and is intended as a companion diagnostic to identify patients who may benefit from treatment,0,1603670400,"October 26, 2020",,0.006877544284888749,biospace,https://www.biospace.com/article/releases/foundationone-cdx-receives-fda-approval-as-a-companion-diagnostic-for-vitrakvi-larotrectinib-to-identify-patients-with-ntrk-fusions-across-all-solid-tumors/,"[('FoundationOne', 'not_drug')]"
lomecel,Lomecel-B,drug,"Lomecel-B is an allogeneic , bone marrow-derived medicinal signaling cell ( MSC ) product manufactured under current good manufacturing practices ( cGMP ) by Longeveron .",0,1618531200,"April 16, 2021",,0.7206861375570968,biospace,https://www.biospace.com/article/releases/longeveron-announces-successful-completion-of-phase-i-ii-clinical-study-of-lomecel-b-infusion-in-aging-frailty-subjects-to-improve-immune-response-following-influenza-vaccination,"[('Lomecel-B', 'drug')]"
ciltacabtagene,Ciltacabtagene,drug,cartitude-1 study demonstrated a single low-dose infusion of ciltacabtagene autoleucel resulted in early deep and durable responses in heavily,0,1609286400,"December 30, 2020",,0.8053882639622576,pharmacytimes,https://www.pharmacytimes.com/conferences/ash---oncology/preliminary-results-of-ciltacabtagene-autoleucel-in-treating-relapsedrefractory-multiple-myeloma,"[('Ciltacabtagene', 'drug')]"
maat013,MaaT013,drug,MaaT013 is administered as an enema .,0,1614297600,"February 26, 2021",,0.9347863055123488,clinicaltrials,https://clinicaltrials.gov/show/NCT04769895,"[('MaaT013', 'drug')]"
predetermined,predetermined,not_drug,The patient has a predetermined consultation appointment at the hospital one time a year with a doctor to evaluate medical status and symptom control . ,0,1613606400,"February 18, 2021",,0.0,clinicaltrials,https://clinicaltrials.gov/show/NCT04757545,"[('predetermined', 'not_drug')]"
remdesivir,remdesivir,drug,”Inside the NIH’s controversial decision to stop its big remdesivir study,0,1607817600,"December 13, 2020",,1.0344177746476533,statnews,https://www.statnews.com/2020/05/11/inside-the-nihs-controversial-decision-to-stop-its-big-remdesivir-study/,"[('remdesivir', 'drug')]"
deleterious,deleterious,not_drug,The primary efficacy population ( n=325 ) comprised the group of patients with a deleterious tumor BRCA mutation and excluded those with a BRCA reversion mutation as determined by a blood test . ,0,1616371200,"March 22, 2021",,0.0,biospace,https://www.biospace.com/article/releases/clovis-oncology-s-rubraca-rucaparib-significantly-improves-progression-free-survival-versus-chemotherapy-in-patients-with-later-line-ovarian-cancer-associated-with-a-brca-mutation-,"[('deleterious', 'not_drug'), ('reversion', 'not_drug')]"
abbv_cls_7262,ABBV-CLS-7262,drug,"Part 1 will be a 4-week, randomized, double-blind, placebo-controlled study; Part 2 will be a 44-week active treatment extension (ATE) during which all subjects will receive ABBV-CLS-7262.",0,1625270400,"July 03, 2021",,0.9984800024146504,clinicaltrials,https://clinicaltrials.gov/show/NCT04948645,"[('ABBV-CLS-7262', 'drug')]"
aprocitentan,aprocitentan,drug,Along with aprocitentan the drugs form the vanguard of the broad pipeline of assets Idorsia spun out of Actelion,0,1601596800,"October 02, 2020",,1.044498084741956,fiercebiotech,https://www.fiercebiotech.com/biotech/idorsia-s-rival-to-merck-s-insomnia-drug-clears-phase-3-test?utm_source=internal&utm_medium=rss,"[('aprocitentan', 'drug'), ('Actelion', 'not_drug')]"
amiselimod,amiselimod,drug,multiple sclerosis by modulating sp1 salix has tied the future of amiselimod to other indications namely the autoimmune conditions that fall,0,1609545600,"January 02, 2021",,0.9907183153595532,fiercebiotech,https://www.fiercebiotech.com/biotech/salix-grabs-ex-asia-rights-to-mitsubishi-tanabe-autoimmune-drug,"[('amiselimod', 'drug')]"
metpure_xl,Metpure-XL,drug,Asomex 5 Asomex TM 5 Asomex TM Augpen 1 gm BID Augpen 375 mg Augpen 625 mg BID Augpen Pack shot Bevon Capsules BEVON DROPS Bevon Susp_New Elaxim Packshot-01 Elaxim Packshot-02 Emanzen DP Maxtra Cold Tab Maxtra Drops Maxtra P Drops Maxtra P-DS Syrup Maxtra P Syrup Maxtra P Tablet Maxtra S Nasal Spray Maxtra Syrup Maxtra Tablet Metpure-XL 12 .,0,1620172800,"May 05, 2021",,0.631092132296963,emcure,https://www.emcure.com/emergingmarkets,"[('Metpure-XL', 'drug'), ('Asomex 5', 'drug')]"
firesorb,Firesorb,drug,Firesorb comes in 100- or 125-μm strut thicknesses and is meant to be resorbed in approximately 3 years after implantation.,0,1621728000,"May 23, 2021",,0.508565931403757,medpagetoday,https://www.medpagetoday.com/meetingcoverage/europcr/92731?vpass=1,"[('Firesorb', 'drug')]"
prx005,PRX005,drug,"These recent biological understandings support the further development of PRX005, which uniquely targets a key region within the MTBR of the tau protein.",0,1624579200,"June 25, 2021",,0.9939857859574042,biospace,https://www.biospace.com/article/releases/prothena-announces-bristol-myers-squibb-opt-in-of-anti-tau-prx005-as-the-first-program-from-global-neuroscience-research-and-development-collaboration-,"[('PRX005', 'drug')]"
betaksololu,betaksololu,drug,"betaksololu Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Cataflam diklofenak potasu Charakterystyka Produktu Leczniczego - wersja 09.2019 Ulotka informacyjna dla pacjenta - wersja 03.2020 Certican ewerolimus Charakterystyka Produktu Leczniczego - wersja 09.2020 Ulotka informacyjna dla pacjenta - wersja 11.2020 Ciloxan - krople cyprofloksacyna Charakterystyka Produktu Leczniczego - wersja 08.2020 Ulotka informacyjna dla pacjenta - wersja 08.2020 Ciloxan - maść cyprofloksacyna Charakterystyka Produktu Leczniczego - wersja 07.2017 Ulotka informacyjna dla pacjenta - wersja 07.2017 Co-Diovan walsartan + hydrochlorotiazyd Charakterystyka Produktu Leczniczego - wersja 08.2020 Ulotka informacyjna dla pacjenta - wersja 11.2020 Cosentyx sekukinumab Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Cusicrom disód kromoglikanu Charakterystyka Produktu Leczniczego - wersja 07.2017 Ulotka informacyjna dla pacjenta - wersja 07.2017 Cusimolol tymolol Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Desferal mezylan deferoksaminy Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Diovan - roztwór walsartan Charakterystyka Produktu Leczniczego - wersja 11.2020 Ulotka informacyjna dla pacjenta - wersja 11.2020 Diovan - tabletki walsartan Charakterystyka Produktu Leczniczego - wersja 06.2020 Ulotka informacyjna dla pacjenta - wersja 06.2020 DuoTrav trawoprost / tymolol Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Emadine emedastyna Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 08.2018 Emadine - pojemnik jednodawkowy emedastyna Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 08.2018 Enerzair Breezhaler indakaterol / glikopironium / furoinian mometazonu Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Entresto sakubitryl / walsartan Charakterystyka Produktu Leczniczego - wersja 05.2021 Ulotka informacyjna dla pacjenta - 05.2021 Estalis estradiol + octan noretisteronu Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 01.2021 Eucreas wildagliptyna / metforminy chlorowodorek Charakterystyka Produktu Leczniczego - wersja 05.2020 Ulotka informacyjna dla pacjenta - wersja 05.2020 Exelon - kapsułki rywastygmina Charakterystyka Produktu Leczniczego - wersja 04.2020 Ulotka informacyjna dla pacjenta - wersja 04.2020 Exelon - roztwór rywastygmina Charakterystyka Produktu Leczniczego - wersja 04.2020 Ulotka informacyjna dla pacjenta - wersja 04.2020 Exelon - system transdermalny rywastygmina Charakterystyka Produktu Leczniczego - wersja 04.2020 Ulotka informacyjna dla pacjenta - wersja 04.2020 Exforge amlodypina / walsartan Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Exforge HCT amlodypina / walsartan / hydrochlorotiazyd Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Exjade deferazyroks Charakterystyka Produktu Leczniczego - wersja 03.2021 Ulotka informacyjna dla pacjenta - wersja 03.2021 Extavia interferon beta-1b Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Flarex octan fluorometolonu Charakterystyka Produktu Leczniczego - wersja 09.2020 Ulotka informacyjna dla pacjenta - wersja 09.2020 Flucon fluorometolon Charakterystyka Produktu Leczniczego - wersja 09.2020 Ulotka informacyjna dla pacjenta - wersja 09.2020 Foradil fumaran formoterolu Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 04.2020 Galvus wildagliptyna Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Gilenya fingolimod Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Glivec imatynib Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Hycamtin topotekan Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Ilaris kanakinumab Charakterystyka Produktu Leczniczego - wersja 05.2021 Ulotka informacyjna dla pacjenta - wersja 05.2021 Izba trawoprost Charakterystyka Produktu Leczniczego - wersja 11.2018 Ulotka informacyjna dla pacjenta - wersja 11.2018 Jakavi ruksolitynib Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Kesimpta ofatumumab Charakterystyka Produktu Leczniczego - wersja 03.2021 Ulotka informacyjna dla pacjenta - wersja 03.2021 Kisqali rybocyklib Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Kymriah tisagenlecleucel Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Lamisil terbinafina Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Leqvio inklisiran sodu Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Lioresal Intrathecal - infuzja baklofen Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Lioresal Intrathecal - injekcje baklofen Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Lucentis ranibizumab Charakterystyka Produktu Leczniczego - wersja 07.2020 Ulotka informacyjna dla pacjenta, osoby dorosłe - wersja 12.2019 Ulotka informacyjna dla pacjenta, dzieci urodzone przedwcześnie - wersja 12.2019 Lucentis - ampułko-strzykawka ranibizumab Charakterystyka Produktu Leczniczego - wersja 12.2019 Ulotka informacyjna dla pacjenta - wersja 12.2019 Luxturna woretygen neparwowek Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Maxitrol - krople deksametazon, siarczan neomycyny, siarczan polimyksyny B Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Maxitrol - maść deksametazon, siarczan neomycyny, siarczan polimyksyny B Charakterystyka Produktu Leczniczego - wersja 11.2019 Ulotka informacyjna dla pacjenta - wersja 04.2018 Mayzent siponimod / kwas fumarowy Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Mekinist trametynib Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Miflonide Breezhaler budezonid Charakterystyka Produktu Leczniczego - wersja 07.2017 Ulotka informacyjna dla pacjenta - wersja 07.2017 Myfortic - tabletki 180mg kwas mykofenolowy Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Myfortic - tabletki 360mg kwas mykofenolowy Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Nevanac - krople do oczu 1 mg/ml nepafenak Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 08.2018 Nevanac - krople do oczu 3 mg/ml nepafenak Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 08.2018 Onbrez Breezhaler indakaterol Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Opatanol olopatadyna Charakterystyka Produktu Leczniczego - wersja 11.2020 Ulotka informacyjna dla pacjenta - wersja 11.2020 Piqray alpelisyb Charakterystyka Produktu Leczniczego - wersja 05.2021 Ulotka informacyjna dla pacjenta - wersja 05.2021 Revolade eltrombopag Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Rydapt midostauryna Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Sandimmun cyklosporyna Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Sandimmun Neoral - kapsułki cyklosporyna Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Sandimmun Neoral - roztwór cyklosporyna Charakterystyka Produktu Leczniczego - wersja 02.2021 Ulotka informacyjna dla pacjenta - wersja 02.2021 Sandostatin oktreotyd Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Sandostatin LAR oktreotyd Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Seebri Breezhaler bromek glikopironium Charakterystyka Produktu Leczniczego - wersja 04.2021 Ulotka informacyjna dla pacjenta - wersja 04.2021 Simbrinza brynzolamid + brymonidyny winian Charakterystyka Produktu Leczniczego - wersja 12.2019 Ulotka informacyjna dla pacjenta - wersja 12.2019 Simulect bazyliksymab Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Sirdalud tyzanidyna Charakterystyka Produktu Leczniczego - wersja 01.2017 Ulotka informacyjna dla pacjenta - wersja 01.2017 Sirdalud MR tyzanidyna Charakterystyka Produktu Leczniczego - wersja 01.2017 Ulotka informacyjna dla pacjenta - wersja 01.2017 Starlix nateglinid Charakterystyka Produktu Leczniczego - wersja 07.2018 Ulotka informacyjna dla pacjenta - wersja 05.2018 Tafinlar dabrafenib Charakterystyka Produktu Leczniczego - wersja 01.2021 Ulotka informacyjna dla pacjenta - wersja 01.2021 Tasigna nilotynib Charakterystyka Produktu Leczniczego - wersja 03.2021 Ulotka informacyjna dla pacjenta - wersja 03.2021 Tegretol karbamazepina Charakterystyka Produktu Leczniczego - wersja 12.2018 Ulotka informacyjna dla pacjenta - wersja 12.2018 Tegretol CR 200 karbamazepina Charakterystyka Produktu Leczniczego - wersja 03.2018 Ulotka informacyjna dla pacjenta - wersja 03.2018 Tegretol CR 400 karbamazepina Charakterystyka Produktu Leczniczego - wersja 03.2018 Ulotka informacyjna dla pacjenta - wersja 03.2018 Tobradex tobramycyna, deksametazon Charakterystyka Produktu Leczniczego - wersja 12.2020 Ulotka informacyjna dla pacjenta - wersja 12.2020 Tobrex - krople tobramycyna Charakterystyka Produktu Leczniczego - wersja 07.2019 Ulotka informacyjna dla pacjenta - wersja 07.2019 Tobrex - maść tobramycyna Charakterystyka Produktu Leczniczego - wersja 07.2019 Ulotka informacyjna dla pacjenta - wersja 07.2019 Tobrexan tobramycyna Charakterystyka Produktu Leczniczego - wersja 07.2019 Ulotka informacyjna dla pacjenta - wersja 01.2021 Travatan trawoprost Charakterystyka Produktu Leczniczego - wersja 08.2018 Ulotka informacyjna dla pacjenta - wersja 08.2018 Trileptal - tabletki okskarbazepina Charakterystyka Produktu Leczniczego - wersja 01.2019 Ulotka informacyjna dla pacjenta - wersja 06.2019 Trileptal - zawiesina okskarbazepina Charakterystyka Produktu Leczniczego - wersja 01.2019 Ulotka informacyjna dla pacjenta - wersja 07.2018 Tyverb lapatynib Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Ultibro Breezhaler indakaterol / bromek glikopironium Charakterystyka Produktu Leczniczego - wersja 11.2020 Ulotka informacyjna dla pacjenta - wersja 11.2020 Vigamox moksyfloksacyna Charakterystyka Produktu Leczniczego - wersja 09.2018 Ulotka informacyjna dla pacjenta - wersja 09.2018 Voltaren - roztwór sól sodowa diklofenaku Charakterystyka Produktu Leczniczego - wersja 10.2020 Ulotka informacyjna dla pacjenta - wersja 10.2020 Voltaren - tabletki sól sodowa diklofenaku Charakterystyka Produktu Leczniczego - wersja 09.2019 Ulotka informacyjna dla pacjenta - wersja 04.2020 Voltaren SR 100 sól sodowa diklofenaku Charakterystyka Produktu Leczniczego - wersja 06.2020 Ulotka informacyjna dla pacjenta - wersja 06.2020 Voltaren SR 75 sól sodowa diklofenaku Charakterystyka Produktu Leczniczego - wersja 09.2019 Ulotka informacyjna",0,1623110400,"June 08, 2021",,0.9709171908266028,novartis,https://www.novartis.pl/product-list,"[('betaksololu', 'drug'), ('Ciloxan - maść', 'drug'), ('cyprofloksacyna', 'drug'), ('Co-Diovan', 'drug'), ('walsartan', 'drug'), ('Cusicrom', 'drug'), ('Desferal mezylan', 'drug'), ('deferoksaminy', 'drug')]"
ad_2081,AD-2081,drug,"AD-208 PO , Once daily ( QD ) , 24weeks AD-2081 PO , Once daily ( QD ) , 24weeks placebo of AD-208 PO , Once daily ( QD ) , 24weeks placebo of AD-2081 PO , Once daily ( QD ) , 24weeks",0,1617321600,"April 02, 2021",,0.8368440647938572,clinicaltrials,https://clinicaltrials.gov/show/NCT04825561,"[('AD-2081', 'drug')]"
omecamtiv,omecamtiv,drug,or other heart failure events among participants who received omecamtiv mecarbil,0,1602201600,"October 09, 2020",,0.9763603041733714,biopharmadive,https://www.biopharmadive.com/news/amgen-cyotkinetics-heart-failure-drug-study/586667/,"[('omecamtiv', 'drug')]"
clbs16,CLBS16,drug,patients at two centers all of whom received a single infusion of clbs16,0,1609113600,"December 28, 2020",,0.8728420432618151,fiercebiotech,https://www.fiercebiotech.com/biotech/aha-caladrius-single-injection-helps-heart-disease-hits-women-hardest,"[('CLBS16', 'drug')]"
bnt162b2,BNT162b2,drug,ready to distribute the vaccine within hours after authorization bnt162b2 demonstrated a vaccine efficacy rate of 95% with no serious safety,0,1606176000,"November 24, 2020",,0.8754762735318856,pfizer,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-submit-emergency-use-authorization,"[('BNT162b2', 'drug')]"
psilocybin,psilocybin,drug,fungus ; dimethyltriptamine the active ingredient in ayahuasca ; psilocybin found in magic mushrooms ; and mescaline found in the peyote cactus,0,1609891200,"January 06, 2021",,0.8306375209305604,statnews,https://www.statnews.com/2019/07/01/the-psychedelics-evangelist-a-german-financier-wants-to-turn-magic-mushrooms-into-modern-medicine/,"[('psilocybin', 'drug')]"
radiocarbon,Radiocarbon,not_drug,"Spikes in radiocarbon indicated the magnetic field weakened to some 6% of its present day strength by 41 , 500 years ago . ",0,1613692800,"February 19, 2021",,0.0,sciencemag,https://www.sciencemag.org/news/2021/02/ancient-kauri-trees-capture-last-collapse-earth-s-magnetic-field,"[('Radiocarbon', 'not_drug')]"
aby_039,ABY-039,drug,the other deal alexion disclosed involved affibody’s aby-039 an anti-fcrn that may have a longer half-life and a less onerous dosing regimen,0,1609545600,"January 02, 2021",,1.0092163859049237,fiercebiotech,https://www.fiercebiotech.com/biotech/alexion-strikes-zealand-deal-to-further-pipeline-rebuild,"[('ABY-039', 'drug')]"
zanidatamab,zanidatamab,drug,"Forward-looking statements in this news release include statements that relate to Zymeworks’ expectations regarding the progression of zanidatamab towards potential commercialization , growth of its commercial organization , Mr .",0,1613001600,"February 11, 2021",,0.9098900089794204,biospace,https://www.biospace.com/article/releases/zymeworks-expands-commercial-team-and-creates-new-r-and-amp-d-role-,"[('zanidatamab', 'drug')]"
levamethadone,levamethadone,drug,It is also developing a weekly version of levamethadone for people with opioid use disorder who may struggle to show up to a methadone clinic every day for treatment .,0,1618790400,"April 19, 2021",,0.9983667158222372,fiercebiotech,https://www.fiercebiotech.com/biotech/lyndra-s-ultralong-acting-pill-shows-promise-schizophrenia-phase-2-teeing-up-pivotal-trial,"[('levamethadone', 'drug')]"
restrains,Restrains,not_drug,htmlkey drivers restrains and opportunities of global electric beds marketrise in demand for electric beds is attributed to increase in number,0,1610409600,"January 12, 2021",,0.0,biospace,https://www.biospace.com/article/electric-beds-market-surge-in-acceptance-of-technologically-advanced-products-are-projected-to-boost-the-market-growth/,"[('Restrains', 'not_drug')]"
aducanumab,aducanumab,drug,the post-mortem reads like this : the aducanumab phase 3 program involving tests known as emerge and engage in early alzheimer’s disease ad,0,1609545600,"January 02, 2021",,1.0075462336272876,fiercebiotech,https://www.fiercebiotech.com/biotech/biogen-and-eisai-rocked-as-aducanumab-turns-out-to-be-a-dud,"[('aducanumab', 'drug')]"
brii_196,BRII-196,drug,with a combination of two brii biosciences antibodies namely brii-196 and brii-198 in patients hospitalized with covid-19,0,1611792000,"January 28, 2021",,1.1198967380913134,fiercebiotech,https://www.fiercebiotech.com/biotech/eli-lilly-teams-up-pharma-rival-gsk-and-partner-vir-for-covid-antibody-cocktail-test,"[('BRII-196', 'drug')]"
intracerebral,intracerebral,not_drug,placed a clinical hold on the restore-1 trial of nbib-1817 an intracerebral aav-based investigational gene therapy in development for parkinson ' s,0,1608768000,"December 24, 2020",,0.0,medpagetoday,https://www.medpagetoday.com/infectiousdisease/covid19/90388?vpass=1,"[('intracerebral', 'not_drug')]"
glpg1972,GLPG1972,drug,drug glpg1690 alongside adoption of the biotech’s phase iib drug glpg1972 for osteoarthritis,0,1608854400,"December 25, 2020",,1.1024821991461278,endpts,https://endpts.com/looking-to-resolve-lingering-doubts-gilead-unleashes-a-5b-late-stage-cash-alliance-with-galapagos/,"[('GLPG1972', 'drug')]"
rg6115,RG6115,drug,Oncology RG6115 TLR7 agonist Hepatocellular carcinoma 4 .,0,1618704000,"April 18, 2021",,0.906489436996606,roche,https://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm,"[('RG6115', 'drug')]"
ibuprofen_indomethacin,Ibuprofen Indomethacin,drug,Premature Ibuprofen Indomethacin,0,1613520000,"February 17, 2021",,0.4778078535926015,clinicaltrials,https://clinicaltrials.gov/show/NCT04726085,"[('Ibuprofen Indomethacin', 'drug')]"
perinatal,perinatal,not_drug,many city-based projects engage doulas and perinatal support workers to provide support beyond clinical care to women and families during,0,1611792000,"January 28, 2021",,0.0,biospace,https://www.biospace.com/article/releases/merck-announces-second-cohort-of-safer-childbirth-cities-organizations-committed-to-improving-maternal-health-equity-and-reducing-preventable-maternal-deaths-in-the-us/,"[('perinatal', 'not_drug')]"
rg6346,RG6346,drug,Roche’s Phase 2 platform trial is the first of its kind to assess five different combinations including RG6346 .,0,1614902400,"March 05, 2021",,0.9391245583527176,biospace,https://www.biospace.com/article/releases/dicerna-announces-roche-s-initiation-of-galxc-rnai-candidate-rg6346-in-phase-2-combination-trial-for-treatment-of-chronic-hepatitis-b-virus-infection,"[('RG6346', 'drug')]"
predictability,predictability,not_drug,Bright Minds is committed to designing and delivering psychedelic therapeutics with improved safety and predictability that can address the many unmet medical needs in the mental health and pain management areas . ,0,1613001600,"February 11, 2021",,0.0,biospace,https://www.biospace.com/article/releases/bright-minds-biosciences-strengthens-scientific-advisory-team-to-prepare-for-future-growth-key-additions-deepen-drug-development-expertise-and-position-the-company-to-advance-pipeline-,"[('predictability', 'not_drug')]"
radscopal,RadScopal,drug,To determine antitumor activity of anti-CTLA4-NF mAb ( BMS-986218 ) therapy with RadScopal treatment in the low dose treated lesion as defined by irRC .,0,1615248000,"March 09, 2021",,0.1470570360616284,clinicaltrials,https://clinicaltrials.gov/show/NCT04785287,"[('RadScopal', 'drug')]"
biopsies,biopsies,not_drug,covid-19 pandemic will interfere with collection of the remaining biopsies and data from other scheduled clinical visits including the safety,0,1601683200,"October 03, 2020",,0.0,fiercebiotech,https://www.fiercebiotech.com/biotech/akero-s-nash-drug-cuts-liver-fat-phase-2-but-covid-19-may-delay-full-data?utm_source=internal&utm_medium=rss,"[('biopsies', 'not_drug')]"
synergies,synergies,not_drug,Protech expects to derive strong revenue synergies from the initiative of opening new locations organically and will continue to implement its high touch service model in both new locations . ,0,1616025600,"March 18, 2021",,0.003280796166588723,biospace,https://www.biospace.com/article/releases/protech-continues-rapid-expansion-with-opening-of-two-new-locations-focused-on-respiratory-therapy-products-and-servicesaccelerating-scale-by-expanding-geographical-operating-footprint-with-new-location-in-florida-and-new-hampshire,"[('synergies', 'not_drug')]"
mk_7110,MK-7110,drug,department of defense announced a $356 million deal to mass manufacture mk-7110 the immune system modifying antibody that merck acquired in,0,1608768000,"December 24, 2020",,0.9853155882400718,endpts,https://endpts.com/warp-speed-bets-356m-to-mass-manufacture-a-merck-drug-for-severe-covid-19/,"[('MK-7110', 'drug')]"
